date,RIND0001
2018-03-01,228.6
2018-04-01,227.86
2018-05-01,228.97
2018-06-01,229.37
2018-07-01,229.01
2018-08-01,227.63
2018-09-01,228.14
2018-10-01,227.25
2018-11-01,227.41
2018-12-01,227.13
2019-01-01,225.65
2019-02-01,225.43
2019-03-01,225.95
2019-04-01,227.51
2019-05-01,226.97
2019-06-01,225.18
2019-07-01,224.92
2019-08-01,222.34
2019-09-01,223.18
2019-10-01,221.31
2019-11-01,222.16
2019-12-01,222.75
2020-01-01,222.65
2020-02-01,221.19
2020-03-01,180.68
2020-04-01,190.96
2020-05-01,197.08
2020-06-01,201.96
2020-07-01,202.92
2020-08-01,206.98
2020-09-01,210.08
2020-10-01,210.77
2020-11-01,211.89
2020-12-01,197.22
2021-01-01,213.0
2021-02-01,213.92
2021-03-01,213.52
2021-04-01,214.96
2021-05-01,217.13
2021-06-01,218.01
2021-07-01,220.72
2021-08-01,222.72
2021-09-01,223.46
2021-10-01,224.99
2021-11-01,225.97
2021-12-01,225.75
2022-01-01,226.88
2022-02-01,227.8
2022-03-01,224.6
2022-04-01,224.35
2022-05-01,220.81
2022-06-01,222.63
2022-07-01,224.56
2022-08-01,222.37
2022-09-01,221.0
2022-10-01,220.71
2022-11-01,221.1
2022-12-01,221.34
2023-01-01,219.76
2023-02-01,221.92
2023-03-01,219.54
2023-04-01,220.2
2023-05-01,218.19
2023-06-01,216.08
2023-07-01,216.62
2023-08-01,216.09
2023-09-01,216.51
2023-10-01,214.81
2023-11-01,213.62
2023-12-01,213.31
2024-01-01,208.98
2024-02-01,207.44


 Definition: Indice Manufacturas. Source: SRI
