date,RIND0002
2021-04-01,144.17
2021-05-01,144.66
2021-06-01,145.04
2021-07-01,146.22
2021-08-01,146.26
2021-09-01,146.98
2021-10-01,147.67
2021-11-01,148.49
2021-12-01,147.8
2022-01-01,149.26
2022-02-01,151.52
2022-03-01,151.47
2022-04-01,151.42
2022-05-01,149.59
2022-06-01,150.78
2022-07-01,151.69
2022-08-01,152.33
2022-09-01,152.34
2022-10-01,152.99
2022-11-01,152.7
2022-12-01,152.18
2023-01-01,151.35
2023-02-01,154.03
2023-03-01,152.45
2023-04-01,153.35
2023-05-01,153.69
2023-06-01,151.96
2023-07-01,151.94
2023-08-01,151.0
2023-09-01,151.48
2023-10-01,150.33
2023-11-01,149.83
2023-12-01,148.61
2024-01-01,149.52
2024-02-01,147.29
2024-03-01,148.94
2024-04-01,148.14
2024-05-01,147.16
2024-06-01,147.79
2024-07-01,146.97


 Definition: Indice Comercio. Source: SRI
